Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,is_job_hopper,abs_raise,manager_share,dissatisfaction_score,burnout_risk,distance_x_overtime,life_stage
33,0,Non-Travel,1038.0,Sales,8.0,1.0,Life Sciences,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,21437.0,0.0,No,19.0,3.0,4.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0,44498.0,1.0,8.0,0,0.0,Other
45,0,Travel_Rarely,1234.0,Sales,11.0,2.0,Life Sciences,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,5404.0,3.0,No,13.0,3.0,2.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0,0,229450.0,0.1111111111111111,6.0,0,0.0,Senior
32,0,Non-Travel,1109.0,Research & Development,29.0,4.0,Medical,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,11135.0,9.0,No,12.0,3.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,1,48300.0,0.875,8.0,0,0.0,Other
34,0,Travel_Rarely,216.0,Sales,1.0,4.0,Marketing,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,12278.0,0.0,No,11.0,3.0,4.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,0,106975.0,0.6,8.0,0,0.0,Mid_Career_Family
59,0,Travel_Rarely,1089.0,Sales,1.0,2.0,Technical Degree,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11038.0,3.0,Yes,14.0,3.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,0,166656.0,0.6666666666666666,10.0,1,1.0,Senior
45,0,Travel_Rarely,788.0,Human Resources,24.0,4.0,Medical,2.0,Male,36.0,3.0,1.0,Human Resources,2.0,Single,8318.0,1.0,No,16.0,3.0,1.0,0.0,6.0,3.0,3.0,6.0,3.0,0.0,4.0,0,34832.0,0.6666666666666666,12.0,0,0.0,Senior
53,0,Travel_Frequently,124.0,Sales,2.0,3.0,Marketing,3.0,Female,38.0,2.0,3.0,Sales Executive,2.0,Married,23537.0,2.0,No,12.0,3.0,1.0,1.0,30.0,2.0,3.0,15.0,7.0,6.0,12.0,0,90300.0,0.8,11.0,0,0.0,Senior
36,1,Travel_Rarely,660.0,Research & Development,15.0,3.0,Other,1.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,7858.0,7.0,No,14.0,3.0,2.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,1,67676.0,0.0,12.0,0,0.0,Mid_Career_Family
26,1,Travel_Frequently,342.0,Research & Development,2.0,3.0,Life Sciences,1.0,Male,57.0,3.0,1.0,Research Scientist,1.0,Married,15346.0,6.0,Yes,14.0,3.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,1.0,2.0,1,28588.0,0.6666666666666666,13.0,1,2.0,Other
34,0,Travel_Rarely,1333.0,Sales,10.0,4.0,Life Sciences,3.0,Female,87.0,3.0,1.0,Sales Representative,3.0,Married,18410.0,1.0,Yes,19.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0,42180.0,0.0,7.0,0,10.0,Mid_Career_Family
28,0,Travel_Rarely,1144.0,Sales,10.0,1.0,Medical,4.0,Male,74.0,3.0,1.0,Sales Representative,2.0,Married,23384.0,1.0,No,22.0,4.0,2.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0,23144.0,0.0,9.0,0,0.0,Other
38,0,Travel_Frequently,1186.0,Research & Development,3.0,4.0,Other,3.0,Male,44.0,3.0,1.0,Research Scientist,3.0,Married,2997.0,3.0,No,16.0,3.0,1.0,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,0,45136.0,1.0,10.0,0,0.0,Mid_Career_Family
50,0,Travel_Rarely,1464.0,Research & Development,2.0,4.0,Medical,2.0,Male,62.0,3.0,5.0,Research Director,3.0,Married,12853.0,2.0,Yes,11.0,3.0,4.0,1.0,29.0,2.0,2.0,8.0,1.0,7.0,7.0,0,211607.0,0.875,9.0,1,2.0,Senior
37,0,Travel_Rarely,124.0,Research & Development,3.0,3.0,Other,4.0,Female,35.0,3.0,2.0,Healthcare Representative,2.0,Single,13848.0,3.0,No,15.0,3.0,1.0,0.0,8.0,3.0,2.0,4.0,3.0,0.0,1.0,0,61605.0,0.25,11.0,0,0.0,Other
40,0,Travel_Rarely,300.0,Sales,26.0,3.0,Marketing,3.0,Male,74.0,3.0,2.0,Sales Executive,1.0,Married,22217.0,1.0,No,14.0,3.0,2.0,1.0,8.0,3.0,2.0,7.0,7.0,7.0,5.0,0,117544.0,0.7142857142857143,12.0,0,0.0,Mid_Career_Family
26,0,Travel_Frequently,921.0,Research & Development,1.0,1.0,Medical,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,25265.0,1.0,No,13.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,0,26091.0,0.6,10.0,0,0.0,Other
46,0,Travel_Rarely,430.0,Research & Development,1.0,4.0,Medical,4.0,Male,40.0,3.0,5.0,Research Director,4.0,Divorced,21445.0,9.0,No,17.0,3.0,4.0,2.0,23.0,0.0,3.0,2.0,2.0,2.0,2.0,0,333659.0,1.0,5.0,0,0.0,Senior
54,0,Travel_Rarely,1082.0,Sales,2.0,4.0,Life Sciences,3.0,Female,41.0,2.0,3.0,Sales Executive,3.0,Married,8392.0,6.0,No,11.0,3.0,2.0,1.0,13.0,4.0,3.0,9.0,4.0,7.0,0.0,1,117546.0,0.0,9.0,0,0.0,Senior
56,0,Travel_Frequently,1240.0,Research & Development,9.0,3.0,Medical,1.0,Female,63.0,3.0,1.0,Research Scientist,3.0,Married,12154.0,2.0,,19.0,3.0,2.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,3.0,0,,0.6,11.0,0,0.0,Senior
36,0,Travel_Rarely,796.0,Research & Development,12.0,5.0,Medical,4.0,Female,51.0,2.0,3.0,Manufacturing Director,4.0,Single,15669.0,0.0,No,11.0,3.0,2.0,0.0,15.0,2.0,2.0,14.0,8.0,7.0,8.0,0,97438.0,0.5714285714285714,8.0,0,0.0,Other
55,0,Non-Travel,444.0,Research & Development,2.0,1.0,Medical,3.0,Male,40.0,2.0,4.0,Manager,1.0,Single,17323.0,7.0,No,15.0,3.0,2.0,0.0,31.0,3.0,4.0,9.0,7.0,6.0,2.0,0,251340.0,0.2222222222222222,10.0,0,0.0,Senior
43,0,Travel_Rarely,415.0,Sales,25.0,3.0,Medical,3.0,Male,79.0,2.0,3.0,Sales Executive,4.0,Divorced,5268.0,5.0,No,13.0,3.0,3.0,1.0,18.0,5.0,3.0,1.0,0.0,0.0,0.0,0,140374.0,0.0,7.0,0,0.0,Mid_Career_Family
20,1,Travel_Frequently,769.0,Sales,9.0,3.0,Marketing,4.0,Female,54.0,3.0,1.0,Sales Representative,4.0,Single,17205.0,1.0,Yes,14.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0,32522.0,1.0,7.0,0,9.0,Young_Single
21,1,Travel_Rarely,1334.0,Research & Development,10.0,3.0,Life Sciences,3.0,Female,36.0,2.0,1.0,,1.0,Single,17258.0,1.0,No,13.0,3.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0,18408.0,0.0,13.0,0,0.0,Young_Single
46,0,Travel_Rarely,1003.0,Research & Development,8.0,4.0,Life Sciences,4.0,Female,74.0,2.0,2.0,Research Scientist,1.0,Divorced,21029.0,8.0,Yes,23.0,4.0,1.0,3.0,19.0,2.0,3.0,16.0,13.0,1.0,7.0,0,106145.0,0.4375,11.0,1,8.0,Senior
51,1,Travel_Rarely,1323.0,Research & Development,4.0,4.0,Life Sciences,1.0,Male,34.0,3.0,1.0,Research Scientist,3.0,Married,10332.0,9.0,Yes,12.0,3.0,3.0,3.0,18.0,2.0,4.0,10.0,0.0,2.0,7.0,0,29532.0,0.7,9.0,1,4.0,Senior
28,1,Non-Travel,1366.0,Research & Development,24.0,2.0,Technical Degree,2.0,Male,72.0,2.0,3.0,Healthcare Representative,1.0,Single,12355.0,1.0,No,12.0,3.0,1.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,0,104664.0,0.9,14.0,0,0.0,Young_Single
26,0,,192.0,Research & Development,1.0,2.0,Medical,1.0,Male,59.0,2.0,1.0,Laboratory Technician,1.0,Married,11141.0,1.0,No,16.0,3.0,1.0,2.0,6.0,2.0,3.0,5.0,3.0,1.0,3.0,0,63280.0,0.6,14.0,0,0.0,Other
30,0,Travel_Rarely,1176.0,Research & Development,20.0,3.0,Other,3.0,Male,85.0,3.0,2.0,Manufacturing Director,1.0,Married,9096.0,0.0,No,15.0,3.0,3.0,1.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0,0,149355.0,0.3333333333333333,11.0,0,0.0,Mid_Career_Family
41,0,Travel_Rarely,509.0,Research & Development,7.0,2.0,Technical Degree,2.0,Female,43.0,4.0,1.0,Research Scientist,3.0,Married,18863.0,1.0,No,13.0,3.0,3.0,0.0,10.0,3.0,,10.0,6.0,0.0,8.0,0,43888.0,0.8,7.0,0,0.0,Mid_Career_Family
38,0,Travel_Rarely,330.0,Research & Development,17.0,1.0,Life Sciences,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,24608.0,0.0,No,18.0,3.0,1.0,1.0,20.0,4.0,2.0,19.0,9.0,1.0,9.0,0,,0.47368421052631576,11.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,1492.0,Research & Development,20.0,4.0,Technical Degree,,Male,61.0,,3.0,Healthcare Representative,4.0,,26542.0,4.0,No,20.0,4.0,4.0,1.0,14.0,6.0,3.0,11.0,10.0,11.0,1.0,1,206440.0,0.09090909090909091,4.0,0,0.0,
27,0,Non-Travel,1277.0,Research & Development,8.0,5.0,Life Sciences,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,5869.0,1.0,No,19.0,3.0,4.0,3.0,,4.0,3.0,3.0,2.0,1.0,2.0,0,87799.0,0.6666666666666666,9.0,0,0.0,Other
55,0,Travel_Frequently,1091.0,Research & Development,2.0,1.0,Life Sciences,4.0,Male,65.0,3.0,3.0,Manufacturing Director,2.0,Married,15813.0,3.0,No,18.0,3.0,2.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,2.0,0,197568.0,0.6666666666666666,9.0,0,0.0,Senior
28,0,Travel_Rarely,857.0,Research & Development,10.0,3.0,Other,3.0,Female,59.0,3.0,2.0,Research Scientist,3.0,Single,7909.0,3.0,No,13.0,3.0,4.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,0,47580.0,0.875,6.0,0,0.0,Young_Single
44,1,Travel_Rarely,1376.0,Human Resources,1.0,2.0,Medical,2.0,Male,91.0,2.0,3.0,Human Resources,1.0,Married,2326.0,9.0,No,14.0,3.0,,1.0,24.0,1.0,3.0,20.0,6.0,3.0,6.0,0,146748.0,0.3,9.0,0,0.0,Mid_Career_Family
33,0,Travel_Rarely,654.0,Research & Development,5.0,3.0,Life Sciences,4.0,Male,34.0,2.0,3.0,Healthcare Representative,4.0,Divorced,21214.0,4.0,No,15.0,3.0,3.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,1,106785.0,0.6666666666666666,6.0,0,0.0,Mid_Career_Family
35,1,Travel_Rarely,,Sales,4.0,3.0,Technical Degree,4.0,Male,86.0,3.0,3.0,Sales Executive,1.0,Single,10333.0,0.0,Yes,22.0,4.0,1.0,0.0,9.0,2.0,3.0,8.0,7.0,4.0,7.0,0,210804.0,0.875,11.0,1,4.0,Other
33,1,Travel_Frequently,827.0,Research & Development,29.0,4.0,Medical,1.0,Female,54.0,2.0,2.0,Research Scientist,3.0,,3129.0,1.0,No,22.0,4.0,2.0,0.0,14.0,4.0,3.0,13.0,7.0,3.0,8.0,0,99176.0,0.6153846153846154,11.0,0,0.0,
28,0,Travel_Rarely,895.0,Research & Development,15.0,2.0,,1.0,Male,50.0,3.0,1.0,Laboratory Technician,3.0,Divorced,,1.0,No,16.0,3.0,4.0,1.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,0,35312.0,0.5,10.0,0,0.0,Other
34,0,Travel_Frequently,618.0,Research & Development,3.0,1.0,Life Sciences,1.0,Male,45.0,3.0,2.0,Healthcare Representative,4.0,Single,22266.0,0.0,No,17.0,3.0,3.0,0.0,7.0,1.0,2.0,6.0,2.0,0.0,4.0,0,131852.0,0.6666666666666666,10.0,0,0.0,Other
37,0,Travel_Rarely,309.0,Sales,10.0,4.0,Life Sciences,4.0,Female,88.0,2.0,2.0,Sales Executive,4.0,Divorced,24223.0,2.0,Yes,14.0,3.0,3.0,3.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0,93716.0,0.0,6.0,0,10.0,Mid_Career_Family
25,1,Travel_Rarely,1219.0,Research & Development,4.0,1.0,Technical Degree,4.0,Male,32.0,3.0,,Laboratory Technician,4.0,Married,4605.0,1.0,Yes,15.0,3.0,2.0,1.0,7.0,3.0,4.0,,7.0,5.0,6.0,0,55365.0,,6.0,0,4.0,Other
26,1,Travel_Rarely,1330.0,Research & Development,21.0,3.0,Medical,1.0,Male,37.0,3.0,1.0,,3.0,Divorced,19373.0,1.0,No,20.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0,47540.0,0.0,11.0,0,0.0,Other
33,1,Travel_Rarely,1017.0,Research & Development,25.0,3.0,Medical,1.0,Male,55.0,2.0,1.0,Research Scientist,2.0,Single,2993.0,4.0,Yes,20.0,4.0,2.0,0.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,1,46260.0,1.0,12.0,1,25.0,Other
42,0,Travel_Rarely,469.0,Research & Development,2.0,2.0,Medical,4.0,Male,35.0,3.0,4.0,Manager,1.0,Married,14399.0,0.0,No,17.0,3.0,4.0,1.0,23.0,3.0,3.0,22.0,6.0,13.0,7.0,0,300305.0,0.3181818181818182,8.0,0,0.0,Mid_Career_Family
28,1,Travel_Frequently,1009.0,Research & Development,1.0,3.0,Medical,1.0,Male,45.0,2.0,1.0,Laboratory Technician,2.0,Divorced,7160.0,1.0,No,15.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0,38940.0,0.0,13.0,0,0.0,Other
50,1,Travel_Frequently,959.0,Sales,1.0,4.0,Other,4.0,Male,81.0,3.0,2.0,Sales Executive,3.0,Single,17251.0,3.0,Yes,14.0,3.0,4.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0,66192.0,,6.0,0,1.0,Senior
33,0,Travel_Frequently,,Sales,7.0,3.0,Life Sciences,,Female,30.0,3.0,2.0,Sales Executive,2.0,Married,13401.0,0.0,No,17.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,0,73134.0,0.6666666666666666,7.0,0,0.0,Mid_Career_Family
34,0,Non-Travel,697.0,,,4.0,Life Sciences,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,22478.0,3.0,No,17.0,3.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0,50643.0,,6.0,0,,Mid_Career_Family
48,0,Non-Travel,1262.0,Research & Development,1.0,4.0,Medical,1.0,Male,35.0,4.0,4.0,Manager,4.0,Single,16154.0,2.0,No,22.0,4.0,3.0,0.0,27.0,3.0,2.0,5.0,4.0,2.0,1.0,0,371470.0,0.2,10.0,0,0.0,Senior
45,0,Non-Travel,1050.0,Sales,9.0,4.0,Life Sciences,2.0,Female,65.0,2.0,2.0,Sales Executive,3.0,Married,17970.0,1.0,No,13.0,3.0,4.0,1.0,15.0,2.0,3.0,15.0,10.0,4.0,12.0,0,72709.0,0.8,8.0,0,0.0,Senior
52,0,Travel_Rarely,994.0,Research & Development,7.0,4.0,Life Sciences,2.0,Male,87.0,3.0,3.0,Healthcare Representative,2.0,Single,15322.0,7.0,No,19.0,3.0,4.0,0.0,18.0,4.0,3.0,8.0,6.0,4.0,0.0,0,198455.0,0.0,9.0,0,0.0,Senior
38,0,Travel_Rarely,770.0,Sales,10.0,4.0,Marketing,3.0,Male,73.0,2.0,3.0,,3.0,Divorced,5569.0,0.0,Yes,14.0,3.0,2.0,2.0,9.0,2.0,3.0,8.0,7.0,2.0,7.0,0,122360.0,0.875,9.0,1,10.0,Mid_Career_Family
29,0,Travel_Rarely,1107.0,Research & Development,28.0,4.0,Life Sciences,3.0,Female,93.0,3.0,1.0,Research Scientist,4.0,Divorced,26968.0,4.0,No,22.0,4.0,1.0,1.0,11.0,,3.0,7.0,5.0,1.0,7.0,1,55308.0,1.0,9.0,0,0.0,Other
28,0,Travel_Rarely,950.0,Research & Development,3.0,3.0,Medical,4.0,Female,93.0,3.0,3.0,Manufacturing Director,2.0,Divorced,8039.0,0.0,No,17.0,3.0,,3.0,10.0,3.0,2.0,9.0,7.0,1.0,7.0,0,130135.0,0.7777777777777778,7.0,0,0.0,Other
46,0,Travel_Rarely,406.0,Sales,3.0,1.0,Marketing,1.0,Male,52.0,3.0,4.0,Manager,3.0,Married,15596.0,3.0,,12.0,3.0,4.0,1.0,23.0,3.0,3.0,12.0,,4.0,9.0,0,209580.0,0.75,9.0,0,0.0,Senior
38,0,Travel_Rarely,130.0,Sales,2.0,2.0,Marketing,4.0,Male,32.0,3.0,3.0,Sales Executive,2.0,Single,20619.0,7.0,No,16.0,3.0,3.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,1,117616.0,0.0,8.0,0,0.0,Other
43,0,Travel_Frequently,1082.0,Research & Development,27.0,3.0,Life Sciences,3.0,Female,83.0,3.0,,Manufacturing Director,1.0,Married,11535.0,8.0,No,11.0,3.0,3.0,1.0,18.0,1.0,3.0,8.0,7.0,0.0,1.0,0,119020.0,0.125,10.0,0,0.0,Mid_Career_Family
39,1,Travel_Frequently,203.0,Research & Development,2.0,3.0,Life Sciences,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,13547.0,7.0,No,11.0,3.0,4.0,3.0,21.0,4.0,3.0,18.0,7.0,11.0,5.0,0,133859.0,0.2777777777777778,8.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,1308.0,Research & Development,14.0,,Medical,3.0,Male,44.0,2.0,5.0,Research Director,3.0,Single,17544.0,1.0,No,14.0,3.0,1.0,0.0,21.0,2.0,4.0,,7.0,4.0,9.0,0,274764.0,,9.0,0,0.0,Other
21,0,Travel_Rarely,,Research & Development,1.0,1.0,Technical Degree,4.0,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,25326.0,1.0,Yes,11.0,3.0,3.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,0,22770.0,1.0,7.0,0,1.0,Young_Single
39,0,Non-Travel,439.0,Research & Development,9.0,3.0,Life Sciences,3.0,Male,70.0,3.0,2.0,Laboratory Technician,2.0,Single,8770.0,9.0,No,15.0,3.0,3.0,0.0,9.0,2.0,2.0,5.0,4.0,0.0,3.0,1,,0.6,10.0,0,0.0,Other
36,0,Non-Travel,217.0,Research & Development,18.0,4.0,Life Sciences,1.0,Male,78.0,3.0,2.0,,4.0,Single,23238.0,2.0,No,20.0,4.0,,0.0,18.0,0.0,3.0,11.0,9.0,0.0,9.0,0,155580.0,0.8181818181818182,7.0,0,0.0,Other
31,0,Travel_Frequently,793.0,Sales,20.0,3.0,Life Sciences,,Male,67.0,4.0,1.0,Sales Representative,4.0,Married,21981.0,0.0,No,12.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,0,33492.0,1.0,7.0,0,0.0,Mid_Career_Family
28,0,Travel_Rarely,1451.0,Research & Development,2.0,1.0,Life Sciences,1.0,Male,67.0,2.0,1.0,Research Scientist,2.0,Married,19911.0,0.0,No,17.0,3.0,1.0,0.0,6.0,2.0,1.0,5.0,3.0,0.0,4.0,0,54417.0,0.8,15.0,0,0.0,Other
35,0,Travel_Frequently,1182.0,Sales,11.0,2.0,Marketing,4.0,Male,54.0,3.0,2.0,Sales Executive,4.0,Divorced,18500.0,,No,11.0,3.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0,0,54648.0,0.4,5.0,0,0.0,Mid_Career_Family
49,0,Travel_Rarely,174.0,Sales,8.0,4.0,Technical Degree,4.0,Male,56.0,2.0,4.0,Sales Executive,2.0,Married,11879.0,6.0,No,17.0,3.0,2.0,1.0,22.0,3.0,3.0,,8.0,2.0,3.0,0,223040.0,,9.0,0,0.0,Senior
34,0,Travel_Frequently,1003.0,Research & Development,2.0,2.0,Life Sciences,4.0,Male,95.0,3.0,2.0,Manufacturing Director,,Single,15834.0,2.0,No,11.0,3.0,4.0,0.0,5.0,3.0,2.0,3.0,2.0,0.0,2.0,0,44363.0,0.6666666666666666,5.0,0,0.0,Other
29,0,Travel_Frequently,490.0,Research & Development,10.0,3.0,Life Sciences,4.0,Female,61.0,3.0,1.0,Research Scientist,2.0,Divorced,17940.0,0.0,No,14.0,3.0,4.0,2.0,,2.0,2.0,7.0,5.0,1.0,1.0,0,46074.0,0.14285714285714285,8.0,0,0.0,Other
42,0,Travel_Rarely,188.0,Research & Development,29.0,3.0,Medical,2.0,Male,56.0,1.0,2.0,Laboratory Technician,4.0,Single,9558.0,4.0,No,19.0,3.0,1.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,0,,0.0,10.0,0,0.0,Other
29,0,Travel_Rarely,,Research & Development,8.0,1.0,,2.0,Male,79.0,2.0,2.0,Manufacturing Director,4.0,Married,17689.0,1.0,Yes,15.0,3.0,3.0,1.0,10.0,2.0,2.0,10.0,7.0,1.0,2.0,0,75840.0,0.2,9.0,1,8.0,Other
38,0,Travel_Rarely,433.0,Human Resources,1.0,3.0,Human Resources,3.0,Male,37.0,4.0,1.0,Human Resources,3.0,Married,6004.0,1.0,No,13.0,3.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,5.0,0.0,0,36972.0,0.0,6.0,0,0.0,Mid_Career_Family
28,0,Travel_Frequently,773.0,Research & Development,6.0,3.0,Life Sciences,3.0,Male,39.0,2.0,1.0,Research Scientist,3.0,Divorced,22088.0,1.0,Yes,14.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,0,37842.0,0.6666666666666666,7.0,0,6.0,Other
18,1,Non-Travel,247.0,Research & Development,8.0,1.0,Medical,3.0,Male,80.0,3.0,1.0,Laboratory Technician,,Single,13556.0,,No,,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,,5.0,0,0.0,Young_Single
33,1,Travel_Rarely,603.0,Sales,9.0,4.0,Marketing,1.0,,77.0,,2.0,Sales Executive,1.0,Single,18385.0,0.0,Yes,17.0,3.0,1.0,0.0,6.0,3.0,3.0,5.0,2.0,0.0,3.0,0,139808.0,0.6,14.0,1,9.0,Other
41,0,Travel_Rarely,167.0,Research & Development,12.0,4.0,Life Sciences,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,Married,,3.0,Yes,11.0,3.0,1.0,1.0,6.0,,3.0,1.0,0.0,0.0,0.0,0,52426.0,0.0,10.0,1,12.0,Mid_Career_Family
31,1,Travel_Frequently,874.0,,15.0,3.0,Medical,3.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,6233.0,1.0,No,12.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,,2.0,0,31320.0,1.0,9.0,0,0.0,Mid_Career_Family
37,0,Travel_Rarely,367.0,,25.0,2.0,Medical,3.0,Female,52.0,2.0,2.0,,,Divorced,17171.0,7.0,No,13.0,3.0,3.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0,1,74503.0,0.5,6.0,0,0.0,Mid_Career_Family
27,0,Travel_Rarely,199.0,Research & Development,6.0,3.0,Life Sciences,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,7950.0,1.0,No,13.0,3.0,3.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0,0,33007.0,0.5,7.0,0,0.0,Other
34,0,Travel_Rarely,1400.0,Sales,9.0,1.0,Life Sciences,2.0,Female,70.0,3.0,2.0,Sales Executive,3.0,Married,5829.0,1.0,No,20.0,4.0,1.0,0.0,6.0,3.0,2.0,6.0,5.0,1.0,3.0,0,114280.0,0.5,12.0,0,0.0,Mid_Career_Family
35,0,Travel_Rarely,528.0,Human Resources,8.0,4.0,Technical Degree,3.0,Male,100.0,3.0,1.0,Human Resources,3.0,Single,7108.0,1.0,No,17.0,3.0,2.0,0.0,6.0,2.0,1.0,5.0,4.0,1.0,4.0,0,73491.0,0.8,11.0,0,0.0,Other
29,1,Travel_Rarely,408.0,Sales,23.0,1.0,Life Sciences,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,11162.0,1.0,No,13.0,3.0,1.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0,0,,0.9090909090909091,13.0,0,0.0,Other
40,0,Travel_Frequently,593.0,Research & Development,9.0,4.0,Medical,2.0,Female,88.0,3.0,3.0,Research Director,3.0,Single,13782.0,9.0,No,17.0,3.0,3.0,0.0,20.0,3.0,2.0,18.0,7.0,2.0,13.0,0,229483.0,0.7222222222222222,10.0,0,0.0,Other
42,1,Travel_Frequently,481.0,Sales,12.0,3.0,Life Sciences,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,2447.0,0.0,Yes,12.0,3.0,2.0,0.0,22.0,2.0,2.0,21.0,9.0,13.0,14.0,0,165096.0,0.6666666666666666,12.0,1,12.0,Other
42,0,Travel_Rarely,647.0,Sales,4.0,4.0,Marketing,2.0,Male,45.0,3.0,2.0,Sales Executive,1.0,Single,2253.0,7.0,No,13.0,3.0,4.0,0.0,9.0,3.0,4.0,6.0,4.0,1.0,5.0,1,67015.0,0.8333333333333334,9.0,0,0.0,Other
35,0,Travel_Rarely,982.0,Research & Development,1.0,4.0,Medical,4.0,,58.0,2.0,1.0,,3.0,Married,16340.0,6.0,No,12.0,3.0,2.0,1.0,10.0,2.0,3.0,8.0,0.0,1.0,7.0,1,27096.0,0.875,8.0,0,0.0,Mid_Career_Family
24,0,Travel_Rarely,477.0,Research & Development,24.0,3.0,Medical,4.0,Male,49.0,,1.0,Laboratory Technician,2.0,,6409.0,8.0,No,22.0,4.0,4.0,,6.0,2.0,3.0,4.0,3.0,1.0,2.0,1,79134.0,0.5,7.0,0,0.0,
28,1,Travel_Rarely,1485.0,Research & Development,12.0,1.0,Life Sciences,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,22955.0,1.0,Yes,11.0,3.0,4.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0,27665.0,0.0,7.0,0,12.0,Other
26,0,Travel_Rarely,1384.0,Research & Development,3.0,4.0,,1.0,Male,82.0,4.0,1.0,Laboratory Technician,4.0,Married,13421.0,1.0,No,22.0,4.0,2.0,1.0,8.0,2.0,3.0,,7.0,0.0,7.0,0,97240.0,,10.0,0,0.0,Other
30,0,Travel_Rarely,852.0,Sales,10.0,3.0,Marketing,3.0,Male,72.0,2.0,2.0,,3.0,Married,,1.0,,18.0,3.0,1.0,1.0,10.0,3.0,3.0,10.0,3.0,1.0,4.0,0,118404.0,0.4,10.0,0,0.0,Mid_Career_Family
